Algorithm,Preprocessing,Fold,Type,SampleIndex,OriginalIndex,Class
KNN,raw,1,Test,57,271,Cammeo
KNN,raw,1,Train,214,272,Cammeo
KNN,raw,1,Train,215,273,Cammeo
KNN,raw,1,Train,216,274,Cammeo
KNN,raw,1,Test,58,275,Cammeo
KNN,raw,1,Train,217,276,Cammeo
KNN,raw,1,Train,218,277,Cammeo
KNN,raw,1,Train,219,278,Cammeo
KNN,raw,1,Train,220,279,Cammeo
KNN,raw,1,Train,221,280,Cammeo
KNN,raw,1,Test,59,281,Cammeo
KNN,raw,1,Train,222,282,Cammeo
KNN,raw,1,Train,223,283,Cammeo
KNN,raw,1,Train,224,284,Cammeo
KNN,raw,1,Train,225,285,Cammeo
KNN,raw,1,Train,226,286,Cammeo
KNN,raw,1,Test,60,287,Cammeo
KNN,raw,1,Train,227,288,Cammeo
KNN,raw,1,Train,228,289,Cammeo
KNN,raw,1,Train,229,290,Cammeo
KNN,raw,1,Test,61,291,Cammeo
KNN,raw,1,Test,62,292,Cammeo
KNN,raw,1,Train,230,293,Cammeo
KNN,raw,1,Train,231,294,Cammeo
KNN,raw,1,Test,63,295,Cammeo
KNN,raw,1,Train,232,296,Cammeo
KNN,raw,1,Train,233,297,Cammeo
KNN,raw,1,Train,234,298,Cammeo
KNN,raw,1,Train,235,299,Cammeo
KNN,raw,1,Train,236,300,Cammeo
KNN,raw,1,Train,237,301,Cammeo
KNN,raw,1,Train,238,302,Cammeo
KNN,raw,1,Test,64,303,Cammeo
KNN,raw,1,Train,239,304,Cammeo
KNN,raw,1,Train,240,305,Cammeo
KNN,raw,1,Train,241,306,Cammeo
KNN,raw,1,Train,242,307,Cammeo
KNN,raw,1,Train,243,308,Cammeo
KNN,raw,1,Test,65,309,Cammeo
KNN,raw,1,Test,66,310,Cammeo
KNN,raw,1,Train,244,311,Cammeo
KNN,raw,1,Train,245,312,Cammeo
KNN,raw,1,Train,246,313,Cammeo
KNN,raw,1,Train,247,314,Cammeo
KNN,raw,1,Train,248,315,Cammeo
KNN,raw,1,Train,249,316,Cammeo
KNN,raw,1,Train,250,317,Cammeo
KNN,raw,1,Train,251,318,Cammeo
KNN,raw,1,Test,67,319,Cammeo
KNN,raw,1,Train,252,320,Cammeo
KNN,raw,1,Test,68,321,Cammeo
KNN,raw,1,Train,253,322,Cammeo
KNN,raw,1,Test,69,323,Cammeo
KNN,raw,1,Train,254,324,Cammeo
KNN,raw,1,Test,70,325,Cammeo
KNN,raw,1,Train,255,326,Cammeo
KNN,raw,1,Train,256,327,Cammeo
KNN,raw,1,Train,257,328,Cammeo
KNN,raw,1,Test,71,329,Cammeo
KNN,raw,1,Train,258,330,Cammeo
KNN,raw,1,Test,72,331,Cammeo
KNN,raw,1,Train,259,332,Cammeo
KNN,raw,1,Test,73,333,Cammeo
KNN,raw,1,Train,260,334,Cammeo
KNN,raw,1,Train,261,335,Cammeo
KNN,raw,1,Train,262,336,Cammeo
KNN,raw,1,Test,74,337,Cammeo
KNN,raw,1,Train,263,338,Cammeo
KNN,raw,1,Test,75,339,Cammeo
KNN,raw,1,Train,264,340,Cammeo
KNN,raw,1,Train,265,341,Cammeo
KNN,raw,1,Train,266,342,Cammeo
KNN,raw,1,Train,267,343,Cammeo
KNN,raw,1,Train,268,344,Cammeo
KNN,raw,1,Test,76,345,Cammeo
KNN,raw,1,Train,269,346,Cammeo
KNN,raw,1,Test,77,347,Cammeo
KNN,raw,1,Train,270,348,Cammeo
KNN,raw,1,Test,78,349,Cammeo
KNN,raw,1,Train,271,350,Cammeo
KNN,raw,1,Train,272,351,Cammeo
KNN,raw,1,Train,273,352,Cammeo
KNN,raw,1,Train,274,353,Cammeo
KNN,raw,1,Train,275,354,Cammeo
KNN,raw,1,Test,79,355,Cammeo
KNN,raw,1,Train,276,356,Cammeo
KNN,raw,1,Train,277,357,Cammeo
KNN,raw,1,Test,80,358,Cammeo
KNN,raw,1,Train,278,359,Cammeo
KNN,raw,1,Train,279,360,Cammeo
KNN,raw,1,Train,280,361,Cammeo
KNN,raw,1,Train,281,362,Cammeo
KNN,raw,1,Train,282,363,Cammeo
KNN,raw,1,Test,81,364,Cammeo
KNN,raw,1,Train,283,365,Cammeo
KNN,raw,1,Train,284,366,Cammeo
KNN,raw,1,Train,285,367,Cammeo
KNN,raw,1,Train,286,368,Cammeo
KNN,raw,1,Train,287,369,Cammeo
KNN,raw,1,Train,288,370,Cammeo
KNN,raw,1,Train,289,371,Cammeo
KNN,raw,1,Train,290,372,Cammeo
KNN,raw,1,Test,82,373,Cammeo
KNN,raw,1,Test,83,374,Cammeo
KNN,raw,1,Test,84,375,Cammeo
KNN,raw,1,Train,291,376,Cammeo
KNN,raw,1,Train,292,377,Cammeo
KNN,raw,1,Train,293,378,Cammeo
KNN,raw,1,Test,85,379,Cammeo
KNN,raw,1,Train,294,380,Cammeo
KNN,raw,1,Train,295,381,Cammeo
KNN,raw,1,Train,296,382,Cammeo
KNN,raw,1,Train,297,383,Cammeo
KNN,raw,1,Train,298,384,Cammeo
KNN,raw,1,Test,86,385,Cammeo
KNN,raw,1,Train,299,386,Cammeo
KNN,raw,1,Train,300,387,Cammeo
KNN,raw,1,Train,301,388,Cammeo
KNN,raw,1,Train,302,389,Cammeo
KNN,raw,1,Train,303,390,Cammeo
KNN,raw,1,Test,87,391,Cammeo
KNN,raw,1,Train,304,392,Cammeo
KNN,raw,1,Train,305,393,Cammeo
KNN,raw,1,Train,306,394,Cammeo
KNN,raw,1,Test,88,395,Cammeo
KNN,raw,1,Train,307,396,Cammeo
KNN,raw,1,Test,89,397,Cammeo
KNN,raw,1,Test,90,398,Cammeo
KNN,raw,1,Test,91,399,Cammeo
KNN,raw,1,Train,308,400,Cammeo
KNN,raw,1,Train,309,401,Cammeo
KNN,raw,1,Test,92,402,Cammeo
KNN,raw,1,Train,310,403,Cammeo
KNN,raw,1,Train,311,404,Cammeo
KNN,raw,1,Train,312,405,Cammeo
KNN,raw,1,Train,313,406,Cammeo
KNN,raw,1,Train,314,407,Cammeo
KNN,raw,1,Train,315,408,Cammeo
KNN,raw,1,Train,316,409,Cammeo
KNN,raw,1,Train,317,410,Cammeo
KNN,raw,1,Test,93,411,Cammeo
KNN,raw,1,Train,318,412,Cammeo
KNN,raw,1,Train,319,413,Cammeo
KNN,raw,1,Train,320,414,Cammeo
KNN,raw,1,Test,94,415,Cammeo
KNN,raw,1,Train,321,416,Cammeo
KNN,raw,1,Test,95,417,Cammeo
KNN,raw,1,Test,96,418,Cammeo
KNN,raw,1,Train,322,419,Cammeo
KNN,raw,1,Train,323,420,Cammeo
KNN,raw,1,Train,324,421,Cammeo
KNN,raw,1,Test,97,422,Cammeo
KNN,raw,1,Test,98,423,Cammeo
KNN,raw,1,Train,325,424,Cammeo
KNN,raw,1,Train,326,425,Cammeo
KNN,raw,1,Train,327,426,Cammeo
KNN,raw,1,Train,328,427,Cammeo
KNN,raw,1,Train,329,428,Cammeo
KNN,raw,1,Train,330,429,Cammeo
KNN,raw,1,Test,99,430,Cammeo
KNN,raw,1,Test,100,431,Cammeo
KNN,raw,1,Train,331,432,Cammeo
KNN,raw,1,Test,101,433,Cammeo
KNN,raw,1,Train,332,434,Cammeo
KNN,raw,1,Train,333,435,Cammeo
KNN,raw,1,Train,334,436,Cammeo
KNN,raw,1,Train,335,437,Cammeo
KNN,raw,1,Train,336,438,Cammeo
KNN,raw,1,Test,102,439,Cammeo
KNN,raw,1,Train,337,440,Cammeo
KNN,raw,1,Test,103,441,Cammeo
KNN,raw,1,Train,338,442,Cammeo
KNN,raw,1,Train,339,443,Cammeo
KNN,raw,1,Train,340,444,Cammeo
KNN,raw,1,Test,104,445,Cammeo
KNN,raw,1,Train,341,446,Cammeo
KNN,raw,1,Test,105,447,Cammeo
KNN,raw,1,Train,342,448,Cammeo
KNN,raw,1,Test,106,449,Cammeo
KNN,raw,1,Train,343,450,Cammeo
KNN,raw,1,Train,344,451,Cammeo
KNN,raw,1,Train,345,452,Cammeo
KNN,raw,1,Train,346,453,Cammeo
KNN,raw,1,Train,347,454,Cammeo
KNN,raw,1,Train,348,455,Cammeo
KNN,raw,1,Train,349,456,Cammeo
KNN,raw,1,Train,350,457,Cammeo
KNN,raw,1,Train,351,458,Cammeo
KNN,raw,1,Train,352,459,Cammeo
KNN,raw,1,Train,353,460,Cammeo
KNN,raw,1,Train,354,461,Cammeo
KNN,raw,1,Train,355,462,Cammeo
KNN,raw,1,Train,356,463,Cammeo
KNN,raw,1,Train,357,464,Cammeo
KNN,raw,1,Train,358,465,Cammeo
KNN,raw,1,Train,359,466,Cammeo
KNN,raw,1,Train,360,467,Cammeo
KNN,raw,1,Train,361,468,Cammeo
KNN,raw,1,Test,107,469,Cammeo
KNN,raw,1,Train,362,470,Cammeo
KNN,raw,1,Train,363,471,Cammeo
KNN,raw,1,Train,364,472,Cammeo
KNN,raw,1,Train,365,473,Cammeo
KNN,raw,1,Train,366,474,Cammeo
KNN,raw,1,Train,367,475,Cammeo
KNN,raw,1,Train,368,476,Cammeo
KNN,raw,1,Test,108,477,Cammeo
KNN,raw,1,Train,369,478,Cammeo
KNN,raw,1,Train,370,479,Cammeo
KNN,raw,1,Train,371,480,Cammeo
KNN,raw,1,Train,372,481,Cammeo
KNN,raw,1,Train,373,482,Cammeo
KNN,raw,1,Train,374,483,Cammeo
KNN,raw,1,Train,375,484,Cammeo
KNN,raw,1,Train,376,485,Cammeo
KNN,raw,1,Train,377,486,Cammeo
KNN,raw,1,Train,378,487,Cammeo
KNN,raw,1,Train,379,488,Cammeo
KNN,raw,1,Train,380,489,Cammeo
KNN,raw,1,Train,381,490,Cammeo
KNN,raw,1,Train,382,491,Cammeo
KNN,raw,1,Train,383,492,Cammeo
KNN,raw,1,Test,109,493,Cammeo
KNN,raw,1,Train,384,494,Cammeo
KNN,raw,1,Train,385,495,Cammeo
KNN,raw,1,Train,386,496,Cammeo
KNN,raw,1,Train,387,497,Cammeo
KNN,raw,1,Train,388,498,Cammeo
KNN,raw,1,Test,110,499,Cammeo
KNN,raw,1,Test,111,500,Cammeo
KNN,raw,1,Train,389,501,Cammeo
KNN,raw,1,Train,390,502,Cammeo
KNN,raw,1,Test,112,503,Cammeo
KNN,raw,1,Train,391,504,Cammeo
KNN,raw,1,Test,113,505,Cammeo
KNN,raw,1,Train,392,506,Cammeo
KNN,raw,1,Train,393,507,Cammeo
KNN,raw,1,Train,394,508,Cammeo
KNN,raw,1,Train,395,509,Cammeo
KNN,raw,1,Train,396,510,Cammeo
KNN,raw,1,Train,397,511,Cammeo
KNN,raw,1,Train,398,512,Cammeo
KNN,raw,1,Test,114,513,Cammeo
KNN,raw,1,Train,399,514,Cammeo
KNN,raw,1,Train,400,515,Cammeo
KNN,raw,1,Train,401,516,Cammeo
KNN,raw,1,Train,402,517,Cammeo
KNN,raw,1,Test,115,518,Cammeo
KNN,raw,1,Train,403,519,Cammeo
KNN,raw,1,Train,404,520,Cammeo
KNN,raw,1,Train,405,521,Cammeo
KNN,raw,1,Test,116,522,Cammeo
KNN,raw,1,Train,406,523,Cammeo
KNN,raw,1,Train,407,524,Cammeo
KNN,raw,1,Test,117,525,Cammeo
KNN,raw,1,Train,408,526,Cammeo
KNN,raw,1,Train,409,527,Cammeo
KNN,raw,1,Train,410,528,Cammeo
KNN,raw,1,Test,118,529,Cammeo
KNN,raw,1,Train,411,530,Cammeo
KNN,raw,1,Test,119,531,Cammeo
KNN,raw,1,Test,120,532,Cammeo
KNN,raw,1,Train,412,533,Cammeo
KNN,raw,1,Train,413,534,Cammeo
KNN,raw,1,Test,121,535,Cammeo
KNN,raw,1,Train,414,536,Cammeo
KNN,raw,1,Test,122,537,Cammeo
KNN,raw,1,Train,415,538,Cammeo
KNN,raw,1,Train,416,539,Cammeo
KNN,raw,1,Train,417,540,Cammeo
KNN,raw,1,Train,418,541,Cammeo
KNN,raw,1,Train,419,542,Cammeo
KNN,raw,1,Train,420,543,Cammeo
KNN,raw,1,Train,421,544,Cammeo
KNN,raw,1,Test,123,545,Cammeo
KNN,raw,1,Train,422,546,Cammeo
KNN,raw,1,Train,423,547,Cammeo
KNN,raw,1,Train,424,548,Cammeo
KNN,raw,1,Train,425,549,Cammeo
KNN,raw,1,Train,426,550,Cammeo
KNN,raw,1,Train,427,551,Cammeo
KNN,raw,1,Train,428,552,Cammeo
KNN,raw,1,Train,429,553,Cammeo
KNN,raw,1,Train,430,554,Cammeo
KNN,raw,1,Train,431,555,Cammeo
KNN,raw,1,Train,432,556,Cammeo
KNN,raw,1,Train,433,557,Cammeo
KNN,raw,1,Train,434,558,Cammeo
KNN,raw,1,Test,124,559,Cammeo
KNN,raw,1,Train,435,560,Cammeo
KNN,raw,1,Train,436,561,Cammeo
KNN,raw,1,Train,437,562,Cammeo
KNN,raw,1,Train,438,563,Cammeo
KNN,raw,1,Train,439,564,Cammeo
KNN,raw,1,Train,440,565,Cammeo
KNN,raw,1,Train,441,566,Cammeo
KNN,raw,1,Train,442,567,Cammeo
KNN,raw,1,Train,443,568,Cammeo
KNN,raw,1,Train,444,569,Cammeo
KNN,raw,1,Train,445,570,Cammeo
KNN,raw,1,Train,446,571,Cammeo
KNN,raw,1,Train,447,572,Cammeo
KNN,raw,1,Train,448,573,Cammeo
KNN,raw,1,Train,449,574,Cammeo
KNN,raw,1,Test,125,575,Cammeo
KNN,raw,1,Train,450,576,Cammeo
KNN,raw,1,Train,451,577,Cammeo
KNN,raw,1,Train,452,578,Cammeo
KNN,raw,1,Train,453,579,Cammeo
KNN,raw,1,Train,454,580,Cammeo
KNN,raw,1,Train,455,581,Cammeo
KNN,raw,1,Train,456,582,Cammeo
KNN,raw,1,Train,457,583,Cammeo
KNN,raw,1,Train,458,584,Cammeo
KNN,raw,1,Train,459,585,Cammeo
KNN,raw,1,Train,460,586,Cammeo
KNN,raw,1,Train,461,587,Cammeo
KNN,raw,1,Train,462,588,Cammeo
KNN,raw,1,Test,126,589,Cammeo
KNN,raw,1,Train,463,590,Cammeo
KNN,raw,1,Train,464,591,Cammeo
KNN,raw,1,Train,465,592,Cammeo
KNN,raw,1,Train,466,593,Cammeo
KNN,raw,1,Train,467,594,Cammeo
KNN,raw,1,Train,468,595,Cammeo
KNN,raw,1,Train,469,596,Cammeo
KNN,raw,1,Train,470,597,Cammeo
KNN,raw,1,Train,471,598,Cammeo
KNN,raw,1,Train,472,599,Cammeo
KNN,raw,1,Train,473,600,Cammeo
KNN,raw,1,Train,474,601,Cammeo
KNN,raw,1,Train,475,602,Cammeo
KNN,raw,1,Train,476,603,Cammeo
KNN,raw,1,Train,477,604,Cammeo
KNN,raw,1,Train,478,605,Cammeo
KNN,raw,1,Train,479,606,Cammeo
KNN,raw,1,Train,480,607,Cammeo
KNN,raw,1,Train,481,608,Cammeo
KNN,raw,1,Test,127,609,Cammeo
KNN,raw,1,Test,128,610,Cammeo
KNN,raw,1,Train,482,611,Cammeo
KNN,raw,1,Train,483,612,Cammeo
KNN,raw,1,Train,484,613,Cammeo
KNN,raw,1,Train,485,614,Cammeo
KNN,raw,1,Test,129,615,Cammeo
KNN,raw,1,Train,486,616,Cammeo
KNN,raw,1,Train,487,617,Cammeo
KNN,raw,1,Train,488,618,Cammeo
KNN,raw,1,Train,489,619,Cammeo
KNN,raw,1,Train,490,620,Cammeo
KNN,raw,1,Train,491,621,Cammeo
KNN,raw,1,Train,492,622,Cammeo
KNN,raw,1,Train,493,623,Cammeo
KNN,raw,1,Train,494,624,Cammeo
KNN,raw,1,Train,495,625,Cammeo
KNN,raw,1,Train,496,626,Cammeo
KNN,raw,1,Train,497,627,Cammeo
KNN,raw,1,Train,498,628,Cammeo
KNN,raw,1,Train,499,629,Cammeo
KNN,raw,1,Test,130,630,Cammeo
KNN,raw,1,Train,500,631,Cammeo
