Algorithm,Preprocessing,Split,SampleIndex,OriginalIndex,Features,ActualClass,PredictedClass,Correct,Confidence
DecisionTree,raw,80-20,5,29,7.2;3.6;6.1;2.5,virginica,virginica,1,1.0000
DecisionTree,raw,80-20,0,24,6.5;3;5.8;2.2,virginica,virginica,1,1.0000
DecisionTree,raw,80-20,1,25,7.6;3;6.6;2.1,virginica,virginica,1,1.0000
DecisionTree,raw,80-20,2,26,4.9;2.5;4.5;1.7,virginica,versicolor,0,1.0000
DecisionTree,raw,80-20,3,27,7.3;2.9;6.3;1.8,virginica,virginica,1,1.0000
DecisionTree,raw,80-20,4,28,6.7;2.5;5.8;1.8,virginica,virginica,1,1.0000
DecisionTree,raw,80-20,5,29,7.2;3.6;6.1;2.5,virginica,virginica,1,1.0000
RandomForest,raw,80-20,0,24,6.5;3;5.8;2.2,virginica,virginica,1,0.0000
RandomForest,raw,80-20,1,25,7.6;3;6.6;2.1,virginica,virginica,1,0.0000
RandomForest,raw,80-20,2,26,4.9;2.5;4.5;1.7,virginica,versicolor,0,0.0000
RandomForest,raw,80-20,3,27,7.3;2.9;6.3;1.8,virginica,virginica,1,0.0000
RandomForest,raw,80-20,4,28,6.7;2.5;5.8;1.8,virginica,virginica,1,0.0000
RandomForest,raw,80-20,5,29,7.2;3.6;6.1;2.5,virginica,virginica,1,0.0000
RandomForest,raw,80-20,0,24,6.5;3;5.8;2.2,virginica,virginica,1,0.0000
RandomForest,raw,80-20,1,25,7.6;3;6.6;2.1,virginica,virginica,1,0.0000
RandomForest,raw,80-20,2,26,4.9;2.5;4.5;1.7,virginica,versicolor,0,0.0000
RandomForest,raw,80-20,3,27,7.3;2.9;6.3;1.8,virginica,virginica,1,0.0000
RandomForest,raw,80-20,4,28,6.7;2.5;5.8;1.8,virginica,virginica,1,0.0000
RandomForest,raw,80-20,5,29,7.2;3.6;6.1;2.5,virginica,virginica,1,0.0200
NaiveBayes,raw,80-20,0,24,6.5;3;5.8;2.2,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,1,25,7.6;3;6.6;2.1,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,2,26,4.9;2.5;4.5;1.7,virginica,versicolor,0,1.0000
NaiveBayes,raw,80-20,3,27,7.3;2.9;6.3;1.8,virginica,virginica,1,0.9999
NaiveBayes,raw,80-20,4,28,6.7;2.5;5.8;1.8,virginica,virginica,1,0.9964
NaiveBayes,raw,80-20,5,29,7.2;3.6;6.1;2.5,virginica,virginica,1,1.0000
KNN,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,1.0000
KNN,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,virginica,1,0.6667
KNN,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,0.6667
KNN,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,virginica,1,0.6667
KNN,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,virginica,1,0.6667
KNN,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,virginica,1,0.6667
KNN,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,0.8000
KNN,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,virginica,1,0.6000
KNN,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,0.8000
KNN,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,versicolor,0,0.6000
KNN,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,virginica,1,0.6000
KNN,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,versicolor,0,0.6000
KNN,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,0.5714
KNN,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,versicolor,0,0.5714
KNN,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,0.7143
KNN,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,versicolor,0,0.5714
KNN,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,versicolor,0,0.5714
KNN,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,versicolor,0,0.5714
DecisionTree,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,1.0000
DecisionTree,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,1.0000
DecisionTree,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,virginica,1,1.0000
DecisionTree,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,virginica,1,1.0000
RandomForest,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,0.7000
RandomForest,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,virginica,1,0.9000
RandomForest,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,0.8000
RandomForest,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,virginica,1,0.8000
RandomForest,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,virginica,1,0.6000
RandomForest,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,virginica,1,0.9000
RandomForest,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,0.8600
RandomForest,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,virginica,1,0.9400
RandomForest,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,0.9000
RandomForest,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,virginica,1,0.8800
RandomForest,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,virginica,1,0.8000
RandomForest,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,virginica,1,0.9200
NaiveBayes,normalized,80-20,0,24,0.65625;0.4375;0.8490566037735849;0.875,virginica,virginica,1,1.0000
NaiveBayes,normalized,80-20,1,25,1;0.4375;1;0.8333333333333333,virginica,virginica,1,1.0000
NaiveBayes,normalized,80-20,2,26,0.15625;0.125;0.6037735849056604;0.6666666666666667,virginica,versicolor,0,1.0000
NaiveBayes,normalized,80-20,3,27,0.90625;0.375;0.9433962264150943;0.7083333333333333,virginica,virginica,1,0.9999
NaiveBayes,normalized,80-20,4,28,0.71875;0.125;0.8490566037735849;0.7083333333333333,virginica,virginica,1,0.9964
NaiveBayes,normalized,80-20,5,29,0.875;0.8125;0.9056603773584906;1,virginica,virginica,1,1.0000
KNN,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,virginica,1,1.0000
KNN,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,virginica,1,0.6667
KNN,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,1.0000
KNN,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,virginica,1,0.6667
KNN,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,virginica,1,0.6667
KNN,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,virginica,1,0.6667
KNN,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,virginica,1,0.8000
KNN,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,virginica,1,0.6000
KNN,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,0.8000
KNN,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,versicolor,0,0.6000
KNN,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,virginica,1,0.6000
KNN,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,versicolor,0,0.6000
KNN,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,versicolor,0,0.5714
KNN,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,versicolor,0,0.5714
KNN,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,0.7143
KNN,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,versicolor,0,0.5714
KNN,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,versicolor,0,0.5714
KNN,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,versicolor,0,0.5714
DecisionTree,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,1.0000
DecisionTree,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,1.0000
DecisionTree,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,virginica,1,1.0000
DecisionTree,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,virginica,1,1.0000
RandomForest,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,virginica,1,0.7000
RandomForest,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,virginica,1,0.9000
RandomForest,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,0.8000
RandomForest,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,virginica,1,0.8000
RandomForest,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,virginica,1,0.6000
RandomForest,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,virginica,1,0.9000
RandomForest,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,virginica,1,0.0000
RandomForest,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,virginica,1,0.0000
RandomForest,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,0.0000
RandomForest,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,virginica,1,0.0000
RandomForest,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,virginica,1,0.0000
RandomForest,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,virginica,1,0.0200
NaiveBayes,standardized,80-20,0,24,0.6927821227938512;-0.1091089451179962;1.0469760166967389;1.2718513237888693,virginica,virginica,1,1.0000
NaiveBayes,standardized,80-20,1,25,1.8532800949865967;-0.1091089451179962;1.4794618067263729;1.1429474734048623,virginica,virginica,1,1.0000
NaiveBayes,standardized,80-20,2,26,-0.9952149276683242;-1.4729707590929486;0.3441866078985837;0.6273320718688342,virginica,versicolor,0,1.0000
NaiveBayes,standardized,80-20,3,27,1.5367806480249389;-0.3818813079129867;1.3172796354652602;0.7562359222528412,virginica,virginica,1,0.9999
NaiveBayes,standardized,80-20,4,28,0.9037817541016231;-1.4729707590929486;1.0469760166967389;0.7562359222528412,virginica,virginica,1,0.9964
NaiveBayes,standardized,80-20,5,29,1.4312808323710529;1.5275252316519467;1.2091581879578517;1.6585628749408904,virginica,virginica,1,1.0000
