Algorithm,Preprocessing,Split,SampleIndex,OriginalIndex,Features,ActualClass,PredictedClass,Correct,Confidence
KNN,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,versicolor,0,0.6667
KNN,raw,80-20,0,120,6.9;3.2;5.7;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,1,121,5.6;2.8;4.9;2,virginica,virginica,1,0.6000
KNN,raw,80-20,2,122,7.7;2.8;6.7;2,virginica,virginica,1,1.0000
KNN,raw,80-20,3,123,6.3;2.7;4.9;1.8,virginica,versicolor,0,0.8000
KNN,raw,80-20,4,124,6.7;3.3;5.7;2.1,virginica,virginica,1,1.0000
KNN,raw,80-20,5,125,7.2;3.2;6;1.8,virginica,virginica,1,1.0000
KNN,raw,80-20,6,126,6.2;2.8;4.8;1.8,virginica,versicolor,0,1.0000
KNN,raw,80-20,7,127,6.1;3;4.9;1.8,virginica,versicolor,0,0.8000
KNN,raw,80-20,8,128,6.4;2.8;5.6;2.1,virginica,virginica,1,1.0000
KNN,raw,80-20,9,129,7.2;3;5.8;1.6,virginica,virginica,1,1.0000
KNN,raw,80-20,10,130,7.4;2.8;6.1;1.9,virginica,virginica,1,1.0000
KNN,raw,80-20,11,131,7.9;3.8;6.4;2,virginica,virginica,1,1.0000
KNN,raw,80-20,12,132,6.4;2.8;5.6;2.2,virginica,virginica,1,1.0000
KNN,raw,80-20,13,133,6.3;2.8;5.1;1.5,virginica,versicolor,0,0.8000
KNN,raw,80-20,14,134,6.1;2.6;5.6;1.4,virginica,virginica,1,0.8000
KNN,raw,80-20,15,135,7.7;3;6.1;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,16,136,6.3;3.4;5.6;2.4,virginica,virginica,1,1.0000
KNN,raw,80-20,17,137,6.4;3.1;5.5;1.8,virginica,virginica,1,1.0000
KNN,raw,80-20,18,138,6;3;4.8;1.8,virginica,versicolor,0,1.0000
KNN,raw,80-20,19,139,6.9;3.1;5.4;2.1,virginica,virginica,1,1.0000
KNN,raw,80-20,20,140,6.7;3.1;5.6;2.4,virginica,virginica,1,1.0000
KNN,raw,80-20,21,141,6.9;3.1;5.1;2.3,virginica,virginica,1,0.8000
KNN,raw,80-20,22,142,5.8;2.7;5.1;1.9,virginica,virginica,1,0.6000
KNN,raw,80-20,23,143,6.8;3.2;5.9;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,24,144,6.7;3.3;5.7;2.5,virginica,virginica,1,1.0000
KNN,raw,80-20,25,145,6.7;3;5.2;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,26,146,6.3;2.5;5;1.9,virginica,virginica,1,0.6000
KNN,raw,80-20,27,147,6.5;3;5.2;2,virginica,virginica,1,0.8000
KNN,raw,80-20,28,148,6.2;3.4;5.4;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,versicolor,0,0.6000
KNN,raw,80-20,0,120,6.9;3.2;5.7;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,1,121,5.6;2.8;4.9;2,virginica,versicolor,0,0.5714
KNN,raw,80-20,2,122,7.7;2.8;6.7;2,virginica,virginica,1,1.0000
KNN,raw,80-20,3,123,6.3;2.7;4.9;1.8,virginica,versicolor,0,0.5714
KNN,raw,80-20,4,124,6.7;3.3;5.7;2.1,virginica,virginica,1,1.0000
KNN,raw,80-20,5,125,7.2;3.2;6;1.8,virginica,virginica,1,1.0000
KNN,raw,80-20,6,126,6.2;2.8;4.8;1.8,virginica,versicolor,0,1.0000
KNN,raw,80-20,7,127,6.1;3;4.9;1.8,virginica,versicolor,0,0.8571
KNN,raw,80-20,8,128,6.4;2.8;5.6;2.1,virginica,virginica,1,1.0000
KNN,raw,80-20,9,129,7.2;3;5.8;1.6,virginica,virginica,1,1.0000
KNN,raw,80-20,10,130,7.4;2.8;6.1;1.9,virginica,virginica,1,1.0000
KNN,raw,80-20,11,131,7.9;3.8;6.4;2,virginica,virginica,1,1.0000
KNN,raw,80-20,12,132,6.4;2.8;5.6;2.2,virginica,virginica,1,1.0000
KNN,raw,80-20,13,133,6.3;2.8;5.1;1.5,virginica,versicolor,0,0.7143
KNN,raw,80-20,14,134,6.1;2.6;5.6;1.4,virginica,virginica,1,0.5714
KNN,raw,80-20,15,135,7.7;3;6.1;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,16,136,6.3;3.4;5.6;2.4,virginica,virginica,1,1.0000
KNN,raw,80-20,17,137,6.4;3.1;5.5;1.8,virginica,virginica,1,1.0000
KNN,raw,80-20,18,138,6;3;4.8;1.8,virginica,versicolor,0,1.0000
KNN,raw,80-20,19,139,6.9;3.1;5.4;2.1,virginica,virginica,1,0.8571
KNN,raw,80-20,20,140,6.7;3.1;5.6;2.4,virginica,virginica,1,1.0000
KNN,raw,80-20,21,141,6.9;3.1;5.1;2.3,virginica,virginica,1,0.7143
KNN,raw,80-20,22,142,5.8;2.7;5.1;1.9,virginica,virginica,1,0.7143
KNN,raw,80-20,23,143,6.8;3.2;5.9;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,24,144,6.7;3.3;5.7;2.5,virginica,virginica,1,1.0000
KNN,raw,80-20,25,145,6.7;3;5.2;2.3,virginica,virginica,1,0.8571
KNN,raw,80-20,26,146,6.3;2.5;5;1.9,virginica,virginica,1,0.7143
KNN,raw,80-20,27,147,6.5;3;5.2;2,virginica,virginica,1,0.8571
KNN,raw,80-20,28,148,6.2;3.4;5.4;2.3,virginica,virginica,1,1.0000
KNN,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,virginica,1,0.5714
DecisionTree,raw,80-20,0,120,6.9;3.2;5.7;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,1,121,5.6;2.8;4.9;2,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,2,122,7.7;2.8;6.7;2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,3,123,6.3;2.7;4.9;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,4,124,6.7;3.3;5.7;2.1,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,5,125,7.2;3.2;6;1.8,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,6,126,6.2;2.8;4.8;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,7,127,6.1;3;4.9;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,8,128,6.4;2.8;5.6;2.1,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,9,129,7.2;3;5.8;1.6,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,10,130,7.4;2.8;6.1;1.9,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,11,131,7.9;3.8;6.4;2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,12,132,6.4;2.8;5.6;2.2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,13,133,6.3;2.8;5.1;1.5,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,14,134,6.1;2.6;5.6;1.4,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,15,135,7.7;3;6.1;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,16,136,6.3;3.4;5.6;2.4,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,17,137,6.4;3.1;5.5;1.8,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,18,138,6;3;4.8;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,19,139,6.9;3.1;5.4;2.1,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,20,140,6.7;3.1;5.6;2.4,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,21,141,6.9;3.1;5.1;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,22,142,5.8;2.7;5.1;1.9,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,23,143,6.8;3.2;5.9;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,24,144,6.7;3.3;5.7;2.5,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,25,145,6.7;3;5.2;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,26,146,6.3;2.5;5;1.9,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,27,147,6.5;3;5.2;2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,28,148,6.2;3.4;5.4;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,0,120,6.9;3.2;5.7;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,1,121,5.6;2.8;4.9;2,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,2,122,7.7;2.8;6.7;2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,3,123,6.3;2.7;4.9;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,4,124,6.7;3.3;5.7;2.1,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,5,125,7.2;3.2;6;1.8,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,6,126,6.2;2.8;4.8;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,7,127,6.1;3;4.9;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,8,128,6.4;2.8;5.6;2.1,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,9,129,7.2;3;5.8;1.6,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,10,130,7.4;2.8;6.1;1.9,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,11,131,7.9;3.8;6.4;2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,12,132,6.4;2.8;5.6;2.2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,13,133,6.3;2.8;5.1;1.5,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,14,134,6.1;2.6;5.6;1.4,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,15,135,7.7;3;6.1;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,16,136,6.3;3.4;5.6;2.4,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,17,137,6.4;3.1;5.5;1.8,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,18,138,6;3;4.8;1.8,virginica,versicolor,0,0.0000
DecisionTree,raw,80-20,19,139,6.9;3.1;5.4;2.1,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,20,140,6.7;3.1;5.6;2.4,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,21,141,6.9;3.1;5.1;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,22,142,5.8;2.7;5.1;1.9,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,23,143,6.8;3.2;5.9;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,24,144,6.7;3.3;5.7;2.5,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,25,145,6.7;3;5.2;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,26,146,6.3;2.5;5;1.9,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,27,147,6.5;3;5.2;2,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,28,148,6.2;3.4;5.4;2.3,virginica,virginica,1,0.0000
DecisionTree,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,virginica,1,0.0000
RandomForest,raw,80-20,0,120,6.9;3.2;5.7;2.3,virginica,virginica,1,0.9000
RandomForest,raw,80-20,1,121,5.6;2.8;4.9;2,virginica,virginica,1,0.5000
RandomForest,raw,80-20,2,122,7.7;2.8;6.7;2,virginica,virginica,1,1.0000
RandomForest,raw,80-20,3,123,6.3;2.7;4.9;1.8,virginica,versicolor,0,0.6000
RandomForest,raw,80-20,4,124,6.7;3.3;5.7;2.1,virginica,virginica,1,0.9000
RandomForest,raw,80-20,5,125,7.2;3.2;6;1.8,virginica,virginica,1,0.8000
RandomForest,raw,80-20,6,126,6.2;2.8;4.8;1.8,virginica,versicolor,0,0.6000
RandomForest,raw,80-20,7,127,6.1;3;4.9;1.8,virginica,versicolor,0,0.6000
RandomForest,raw,80-20,8,128,6.4;2.8;5.6;2.1,virginica,virginica,1,0.9000
RandomForest,raw,80-20,9,129,7.2;3;5.8;1.6,virginica,virginica,1,0.6000
RandomForest,raw,80-20,10,130,7.4;2.8;6.1;1.9,virginica,virginica,1,1.0000
RandomForest,raw,80-20,11,131,7.9;3.8;6.4;2,virginica,virginica,1,1.0000
RandomForest,raw,80-20,12,132,6.4;2.8;5.6;2.2,virginica,virginica,1,0.9000
RandomForest,raw,80-20,13,133,6.3;2.8;5.1;1.5,virginica,versicolor,0,0.7000
RandomForest,raw,80-20,14,134,6.1;2.6;5.6;1.4,virginica,versicolor,0,0.5000
RandomForest,raw,80-20,15,135,7.7;3;6.1;2.3,virginica,virginica,1,1.0000
RandomForest,raw,80-20,16,136,6.3;3.4;5.6;2.4,virginica,virginica,1,0.9000
RandomForest,raw,80-20,17,137,6.4;3.1;5.5;1.8,virginica,virginica,1,0.8000
RandomForest,raw,80-20,18,138,6;3;4.8;1.8,virginica,versicolor,0,0.6000
RandomForest,raw,80-20,19,139,6.9;3.1;5.4;2.1,virginica,virginica,1,0.9000
RandomForest,raw,80-20,20,140,6.7;3.1;5.6;2.4,virginica,virginica,1,0.9000
RandomForest,raw,80-20,21,141,6.9;3.1;5.1;2.3,virginica,virginica,1,0.6000
RandomForest,raw,80-20,22,142,5.8;2.7;5.1;1.9,virginica,virginica,1,0.7000
RandomForest,raw,80-20,23,143,6.8;3.2;5.9;2.3,virginica,virginica,1,0.9000
RandomForest,raw,80-20,24,144,6.7;3.3;5.7;2.5,virginica,virginica,1,0.9000
RandomForest,raw,80-20,25,145,6.7;3;5.2;2.3,virginica,virginica,1,0.6000
RandomForest,raw,80-20,26,146,6.3;2.5;5;1.9,virginica,virginica,1,0.8000
RandomForest,raw,80-20,27,147,6.5;3;5.2;2,virginica,virginica,1,0.6000
RandomForest,raw,80-20,28,148,6.2;3.4;5.4;2.3,virginica,virginica,1,0.9000
RandomForest,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,virginica,1,0.5000
RandomForest,raw,80-20,0,120,6.9;3.2;5.7;2.3,virginica,virginica,1,0.9000
RandomForest,raw,80-20,1,121,5.6;2.8;4.9;2,virginica,versicolor,0,0.5600
RandomForest,raw,80-20,2,122,7.7;2.8;6.7;2,virginica,virginica,1,1.0000
RandomForest,raw,80-20,3,123,6.3;2.7;4.9;1.8,virginica,versicolor,0,0.6200
RandomForest,raw,80-20,4,124,6.7;3.3;5.7;2.1,virginica,virginica,1,0.9200
RandomForest,raw,80-20,5,125,7.2;3.2;6;1.8,virginica,virginica,1,0.8800
RandomForest,raw,80-20,6,126,6.2;2.8;4.8;1.8,virginica,versicolor,0,0.6400
RandomForest,raw,80-20,7,127,6.1;3;4.9;1.8,virginica,versicolor,0,0.6600
RandomForest,raw,80-20,8,128,6.4;2.8;5.6;2.1,virginica,virginica,1,0.9400
RandomForest,raw,80-20,9,129,7.2;3;5.8;1.6,virginica,virginica,1,0.5600
RandomForest,raw,80-20,10,130,7.4;2.8;6.1;1.9,virginica,virginica,1,1.0000
RandomForest,raw,80-20,11,131,7.9;3.8;6.4;2,virginica,virginica,1,0.9600
RandomForest,raw,80-20,12,132,6.4;2.8;5.6;2.2,virginica,virginica,1,0.9400
RandomForest,raw,80-20,13,133,6.3;2.8;5.1;1.5,virginica,versicolor,0,0.6000
RandomForest,raw,80-20,14,134,6.1;2.6;5.6;1.4,virginica,versicolor,0,0.5400
RandomForest,raw,80-20,15,135,7.7;3;6.1;2.3,virginica,virginica,1,1.0000
RandomForest,raw,80-20,16,136,6.3;3.4;5.6;2.4,virginica,virginica,1,0.9000
RandomForest,raw,80-20,17,137,6.4;3.1;5.5;1.8,virginica,virginica,1,0.9200
RandomForest,raw,80-20,18,138,6;3;4.8;1.8,virginica,versicolor,0,0.6600
RandomForest,raw,80-20,19,139,6.9;3.1;5.4;2.1,virginica,virginica,1,0.8600
RandomForest,raw,80-20,20,140,6.7;3.1;5.6;2.4,virginica,virginica,1,0.8800
RandomForest,raw,80-20,21,141,6.9;3.1;5.1;2.3,virginica,virginica,1,0.7000
RandomForest,raw,80-20,22,142,5.8;2.7;5.1;1.9,virginica,virginica,1,0.8200
RandomForest,raw,80-20,23,143,6.8;3.2;5.9;2.3,virginica,virginica,1,0.9200
RandomForest,raw,80-20,24,144,6.7;3.3;5.7;2.5,virginica,virginica,1,0.9200
RandomForest,raw,80-20,25,145,6.7;3;5.2;2.3,virginica,virginica,1,0.7200
RandomForest,raw,80-20,26,146,6.3;2.5;5;1.9,virginica,virginica,1,0.8400
RandomForest,raw,80-20,27,147,6.5;3;5.2;2,virginica,virginica,1,0.8200
RandomForest,raw,80-20,28,148,6.2;3.4;5.4;2.3,virginica,virginica,1,0.8000
RandomForest,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,virginica,1,0.6800
NaiveBayes,raw,80-20,0,120,6.9;3.2;5.7;2.3,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,1,121,5.6;2.8;4.9;2,virginica,virginica,1,0.9659
NaiveBayes,raw,80-20,2,122,7.7;2.8;6.7;2,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,3,123,6.3;2.7;4.9;1.8,virginica,virginica,1,0.6728
NaiveBayes,raw,80-20,4,124,6.7;3.3;5.7;2.1,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,5,125,7.2;3.2;6;1.8,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,6,126,6.2;2.8;4.8;1.8,virginica,virginica,1,0.5399
NaiveBayes,raw,80-20,7,127,6.1;3;4.9;1.8,virginica,virginica,1,0.6844
NaiveBayes,raw,80-20,8,128,6.4;2.8;5.6;2.1,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,9,129,7.2;3;5.8;1.6,virginica,virginica,1,0.9973
NaiveBayes,raw,80-20,10,130,7.4;2.8;6.1;1.9,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,11,131,7.9;3.8;6.4;2,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,12,132,6.4;2.8;5.6;2.2,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,13,133,6.3;2.8;5.1;1.5,virginica,versicolor,0,0.9132
NaiveBayes,raw,80-20,14,134,6.1;2.6;5.6;1.4,virginica,versicolor,0,0.7519
NaiveBayes,raw,80-20,15,135,7.7;3;6.1;2.3,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,16,136,6.3;3.4;5.6;2.4,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,17,137,6.4;3.1;5.5;1.8,virginica,virginica,1,0.9920
NaiveBayes,raw,80-20,18,138,6;3;4.8;1.8,virginica,virginica,1,0.5377
NaiveBayes,raw,80-20,19,139,6.9;3.1;5.4;2.1,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,20,140,6.7;3.1;5.6;2.4,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,21,141,6.9;3.1;5.1;2.3,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,22,142,5.8;2.7;5.1;1.9,virginica,virginica,1,0.9347
NaiveBayes,raw,80-20,23,143,6.8;3.2;5.9;2.3,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,24,144,6.7;3.3;5.7;2.5,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,25,145,6.7;3;5.2;2.3,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,26,146,6.3;2.5;5;1.9,virginica,virginica,1,0.9406
NaiveBayes,raw,80-20,27,147,6.5;3;5.2;2,virginica,virginica,1,0.9985
NaiveBayes,raw,80-20,28,148,6.2;3.4;5.4;2.3,virginica,virginica,1,1.0000
NaiveBayes,raw,80-20,29,149,5.9;3;5.1;1.8,virginica,virginica,1,0.8213
KNN,normalized,80-20,0,120,0.7222222222222222;0.5;0.7966101694915254;0.9166666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,1,121,0.3611111111111111;0.3333333333333333;0.6610169491525424;0.7916666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,2,122,0.9444444444444444;0.3333333333333333;0.9661016949152542;0.7916666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,3,123,0.5555555555555556;0.2916666666666667;0.6610169491525424;0.7083333333333333,virginica,virginica,1,0.6667
KNN,normalized,80-20,4,124,0.6666666666666667;0.5416666666666667;0.7966101694915254;0.8333333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,5,125,0.8055555555555556;0.5;0.8474576271186441;0.7083333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,6,126,0.5277777777777778;0.3333333333333333;0.6440677966101695;0.7083333333333333,virginica,virginica,1,0.6667
KNN,normalized,80-20,7,127,0.5;0.4166666666666667;0.6610169491525424;0.7083333333333333,virginica,virginica,1,0.6667
KNN,normalized,80-20,8,128,0.5833333333333333;0.3333333333333333;0.7796610169491525;0.8333333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,9,129,0.8055555555555556;0.4166666666666667;0.8135593220338983;0.625,virginica,versicolor,0,0.6667
KNN,normalized,80-20,10,130,0.8611111111111111;0.3333333333333333;0.8644067796610169;0.75,virginica,virginica,1,1.0000
KNN,normalized,80-20,11,131,1;0.75;0.9152542372881356;0.7916666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,12,132,0.5833333333333333;0.3333333333333333;0.7796610169491525;0.875,virginica,virginica,1,1.0000
KNN,normalized,80-20,13,133,0.5555555555555556;0.3333333333333333;0.6949152542372881;0.5833333333333333,virginica,versicolor,0,1.0000
KNN,normalized,80-20,14,134,0.5;0.25;0.7796610169491525;0.5416666666666667,virginica,versicolor,0,1.0000
KNN,normalized,80-20,15,135,0.9444444444444444;0.4166666666666667;0.8644067796610169;0.9166666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,16,136,0.5555555555555556;0.5833333333333333;0.7796610169491525;0.9583333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,17,137,0.5833333333333333;0.4583333333333333;0.7627118644067797;0.7083333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,18,138,0.4722222222222222;0.4166666666666667;0.6440677966101695;0.7083333333333333,virginica,versicolor,0,0.6667
KNN,normalized,80-20,19,139,0.7222222222222222;0.4583333333333333;0.7457627118644068;0.8333333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,20,140,0.6666666666666667;0.4583333333333333;0.7796610169491525;0.9583333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,21,141,0.7222222222222222;0.4583333333333333;0.6949152542372881;0.9166666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,22,142,0.4166666666666667;0.2916666666666667;0.6949152542372881;0.75,virginica,virginica,1,0.6667
KNN,normalized,80-20,23,143,0.6944444444444444;0.5;0.8305084745762712;0.9166666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,24,144,0.6666666666666667;0.5416666666666667;0.7966101694915254;1,virginica,virginica,1,1.0000
KNN,normalized,80-20,25,145,0.6666666666666667;0.4166666666666667;0.711864406779661;0.9166666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,26,146,0.5555555555555556;0.2083333333333333;0.6779661016949153;0.75,virginica,virginica,1,0.6667
KNN,normalized,80-20,27,147,0.6111111111111111;0.4166666666666667;0.711864406779661;0.7916666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,28,148,0.5277777777777778;0.5833333333333333;0.7457627118644068;0.9166666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,29,149,0.4444444444444444;0.4166666666666667;0.6949152542372881;0.7083333333333333,virginica,virginica,1,0.6667
KNN,normalized,80-20,0,120,0.7222222222222222;0.5;0.7966101694915254;0.9166666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,1,121,0.3611111111111111;0.3333333333333333;0.6610169491525424;0.7916666666666667,virginica,virginica,1,0.6000
KNN,normalized,80-20,2,122,0.9444444444444444;0.3333333333333333;0.9661016949152542;0.7916666666666667,virginica,virginica,1,1.0000
KNN,normalized,80-20,3,123,0.5555555555555556;0.2916666666666667;0.6610169491525424;0.7083333333333333,virginica,virginica,1,0.6000
KNN,normalized,80-20,4,124,0.6666666666666667;0.5416666666666667;0.7966101694915254;0.8333333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,5,125,0.8055555555555556;0.5;0.8474576271186441;0.7083333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,6,126,0.5277777777777778;0.3333333333333333;0.6440677966101695;0.7083333333333333,virginica,virginica,1,0.6000
KNN,normalized,80-20,7,127,0.5;0.4166666666666667;0.6610169491525424;0.7083333333333333,virginica,versicolor,0,0.6000
KNN,normalized,80-20,8,128,0.5833333333333333;0.3333333333333333;0.7796610169491525;0.8333333333333333,virginica,virginica,1,1.0000
KNN,normalized,80-20,9,129,0.8055555555555556;0.4166666666666667;0.8135593220338983;0.625,virginica,virginica,1,0.6000
