Algorithm,Preprocessing,Fold,Type,SampleIndex,OriginalIndex,Class
KNN,raw,2,Train,103,132,virginica
KNN,raw,2,Train,104,133,virginica
KNN,raw,2,Train,105,134,virginica
KNN,raw,2,Train,106,135,virginica
KNN,raw,2,Train,107,136,virginica
KNN,raw,2,Train,108,137,virginica
KNN,raw,2,Train,109,138,virginica
KNN,raw,2,Train,110,139,virginica
KNN,raw,2,Test,29,140,virginica
KNN,raw,2,Train,111,141,virginica
KNN,raw,2,Train,112,142,virginica
KNN,raw,2,Train,113,143,virginica
KNN,raw,2,Train,114,144,virginica
KNN,raw,2,Train,115,145,virginica
KNN,raw,2,Train,116,146,virginica
KNN,raw,2,Train,117,147,virginica
KNN,raw,2,Train,118,148,virginica
KNN,raw,2,Train,119,149,virginica
KNN,raw,3,Test,0,0,setosa
KNN,raw,3,Train,0,1,setosa
KNN,raw,3,Test,1,2,setosa
KNN,raw,3,Train,1,3,setosa
KNN,raw,3,Train,2,4,setosa
KNN,raw,3,Test,2,5,setosa
KNN,raw,3,Test,3,6,setosa
KNN,raw,3,Test,4,7,setosa
KNN,raw,3,Test,5,8,setosa
KNN,raw,3,Train,3,9,setosa
KNN,raw,3,Train,4,10,setosa
KNN,raw,3,Train,5,11,setosa
KNN,raw,3,Test,6,12,setosa
KNN,raw,3,Train,6,13,setosa
KNN,raw,3,Train,7,14,setosa
KNN,raw,3,Train,8,15,setosa
KNN,raw,3,Train,9,16,setosa
KNN,raw,3,Test,7,17,setosa
KNN,raw,3,Train,10,18,setosa
KNN,raw,3,Train,11,19,setosa
KNN,raw,3,Train,12,20,setosa
KNN,raw,3,Train,13,21,setosa
KNN,raw,3,Train,14,22,setosa
KNN,raw,3,Train,15,23,setosa
KNN,raw,3,Train,16,24,setosa
KNN,raw,3,Train,17,25,setosa
KNN,raw,3,Train,18,26,setosa
KNN,raw,3,Test,8,27,setosa
KNN,raw,3,Train,19,28,setosa
KNN,raw,3,Train,20,29,setosa
KNN,raw,3,Train,21,30,setosa
KNN,raw,3,Train,22,31,setosa
KNN,raw,3,Train,23,32,setosa
KNN,raw,3,Test,9,33,setosa
KNN,raw,3,Train,24,34,setosa
KNN,raw,3,Train,25,35,setosa
KNN,raw,3,Train,26,36,setosa
KNN,raw,3,Train,27,37,setosa
KNN,raw,3,Train,28,38,setosa
KNN,raw,3,Train,29,39,setosa
KNN,raw,3,Train,30,40,setosa
KNN,raw,3,Train,31,41,setosa
KNN,raw,3,Train,32,42,setosa
KNN,raw,3,Test,10,43,setosa
KNN,raw,3,Train,33,44,setosa
KNN,raw,3,Train,34,45,setosa
KNN,raw,3,Train,35,46,setosa
KNN,raw,3,Test,11,47,setosa
KNN,raw,3,Test,12,48,setosa
KNN,raw,3,Train,36,49,setosa
KNN,raw,3,Train,37,50,versicolor
KNN,raw,3,Train,38,51,versicolor
KNN,raw,3,Train,39,52,versicolor
KNN,raw,3,Test,13,53,versicolor
KNN,raw,3,Test,14,54,versicolor
KNN,raw,3,Train,40,55,versicolor
KNN,raw,3,Train,41,56,versicolor
KNN,raw,3,Train,42,57,versicolor
KNN,raw,3,Train,43,58,versicolor
KNN,raw,3,Train,44,59,versicolor
KNN,raw,3,Train,45,60,versicolor
KNN,raw,3,Train,46,61,versicolor
KNN,raw,3,Train,47,62,versicolor
KNN,raw,3,Train,48,63,versicolor
KNN,raw,3,Train,49,64,versicolor
KNN,raw,3,Test,15,65,versicolor
KNN,raw,3,Test,16,66,versicolor
KNN,raw,3,Test,17,67,versicolor
KNN,raw,3,Train,50,68,versicolor
KNN,raw,3,Train,51,69,versicolor
KNN,raw,3,Train,52,70,versicolor
KNN,raw,3,Test,18,71,versicolor
KNN,raw,3,Train,53,72,versicolor
KNN,raw,3,Test,19,73,versicolor
KNN,raw,3,Train,54,74,versicolor
KNN,raw,3,Train,55,75,versicolor
KNN,raw,3,Train,56,76,versicolor
KNN,raw,3,Test,20,77,versicolor
KNN,raw,3,Train,57,78,versicolor
KNN,raw,3,Test,21,79,versicolor
KNN,raw,3,Train,58,80,versicolor
KNN,raw,3,Train,59,81,versicolor
KNN,raw,3,Train,60,82,versicolor
KNN,raw,3,Train,61,83,versicolor
KNN,raw,3,Train,62,84,versicolor
KNN,raw,3,Train,63,85,versicolor
KNN,raw,3,Train,64,86,versicolor
KNN,raw,3,Test,22,87,versicolor
KNN,raw,3,Train,65,88,versicolor
KNN,raw,3,Test,23,89,versicolor
KNN,raw,3,Train,66,90,versicolor
KNN,raw,3,Train,67,91,versicolor
KNN,raw,3,Train,68,92,versicolor
KNN,raw,3,Test,24,93,versicolor
KNN,raw,3,Train,69,94,versicolor
KNN,raw,3,Train,70,95,versicolor
KNN,raw,3,Train,71,96,versicolor
KNN,raw,3,Train,72,97,versicolor
KNN,raw,3,Train,73,98,versicolor
KNN,raw,3,Train,74,99,versicolor
KNN,raw,3,Train,75,100,virginica
KNN,raw,3,Train,76,101,virginica
KNN,raw,3,Train,77,102,virginica
KNN,raw,3,Test,25,103,virginica
KNN,raw,3,Test,26,104,virginica
KNN,raw,3,Train,78,105,virginica
KNN,raw,3,Train,79,106,virginica
KNN,raw,3,Train,80,107,virginica
KNN,raw,3,Train,81,108,virginica
KNN,raw,3,Train,82,109,virginica
KNN,raw,3,Train,83,110,virginica
KNN,raw,3,Train,84,111,virginica
KNN,raw,3,Train,85,112,virginica
KNN,raw,3,Test,27,113,virginica
KNN,raw,3,Train,86,114,virginica
KNN,raw,3,Train,87,115,virginica
KNN,raw,3,Train,88,116,virginica
KNN,raw,3,Train,89,117,virginica
KNN,raw,3,Train,90,118,virginica
KNN,raw,3,Train,91,119,virginica
KNN,raw,3,Train,92,120,virginica
KNN,raw,3,Train,93,121,virginica
KNN,raw,3,Train,94,122,virginica
KNN,raw,3,Test,28,123,virginica
KNN,raw,3,Train,95,124,virginica
KNN,raw,3,Train,96,125,virginica
KNN,raw,3,Train,97,126,virginica
KNN,raw,3,Train,98,127,virginica
KNN,raw,3,Train,99,128,virginica
KNN,raw,3,Train,100,129,virginica
KNN,raw,3,Train,101,130,virginica
KNN,raw,3,Train,102,131,virginica
KNN,raw,3,Train,103,132,virginica
KNN,raw,3,Train,104,133,virginica
KNN,raw,3,Train,105,134,virginica
KNN,raw,3,Train,106,135,virginica
KNN,raw,3,Train,107,136,virginica
KNN,raw,3,Train,108,137,virginica
KNN,raw,3,Train,109,138,virginica
KNN,raw,3,Train,110,139,virginica
KNN,raw,3,Train,111,140,virginica
KNN,raw,3,Train,112,141,virginica
KNN,raw,3,Train,113,142,virginica
KNN,raw,3,Train,114,143,virginica
KNN,raw,3,Train,115,144,virginica
KNN,raw,3,Train,116,145,virginica
KNN,raw,3,Test,29,146,virginica
KNN,raw,3,Train,117,147,virginica
KNN,raw,3,Train,118,148,virginica
KNN,raw,3,Train,119,149,virginica
KNN,raw,4,Train,0,0,setosa
KNN,raw,4,Test,0,1,setosa
KNN,raw,4,Train,1,2,setosa
KNN,raw,4,Train,2,3,setosa
KNN,raw,4,Train,3,4,setosa
KNN,raw,4,Train,4,5,setosa
KNN,raw,4,Train,5,6,setosa
KNN,raw,4,Train,6,7,setosa
KNN,raw,4,Train,7,8,setosa
KNN,raw,4,Train,8,9,setosa
KNN,raw,4,Train,9,10,setosa
KNN,raw,4,Test,1,11,setosa
KNN,raw,4,Train,10,12,setosa
KNN,raw,4,Train,11,13,setosa
KNN,raw,4,Train,12,14,setosa
KNN,raw,4,Train,13,15,setosa
KNN,raw,4,Train,14,16,setosa
KNN,raw,4,Train,15,17,setosa
KNN,raw,4,Train,16,18,setosa
KNN,raw,4,Train,17,19,setosa
KNN,raw,4,Train,18,20,setosa
KNN,raw,4,Train,19,21,setosa
KNN,raw,4,Test,2,22,setosa
KNN,raw,4,Train,20,23,setosa
KNN,raw,4,Train,21,24,setosa
KNN,raw,4,Train,22,25,setosa
KNN,raw,4,Train,23,26,setosa
KNN,raw,4,Train,24,27,setosa
KNN,raw,4,Train,25,28,setosa
KNN,raw,4,Train,26,29,setosa
KNN,raw,4,Train,27,30,setosa
KNN,raw,4,Train,28,31,setosa
KNN,raw,4,Train,29,32,setosa
KNN,raw,4,Train,30,33,setosa
KNN,raw,4,Train,31,34,setosa
KNN,raw,4,Train,32,35,setosa
KNN,raw,4,Train,33,36,setosa
KNN,raw,4,Train,34,37,setosa
KNN,raw,4,Train,35,38,setosa
KNN,raw,4,Train,36,39,setosa
KNN,raw,4,Test,3,40,setosa
KNN,raw,4,Train,37,41,setosa
KNN,raw,4,Train,38,42,setosa
KNN,raw,4,Train,39,43,setosa
KNN,raw,4,Train,40,44,setosa
KNN,raw,4,Train,41,45,setosa
KNN,raw,4,Train,42,46,setosa
KNN,raw,4,Train,43,47,setosa
KNN,raw,4,Train,44,48,setosa
KNN,raw,4,Test,4,49,setosa
KNN,raw,4,Train,45,50,versicolor
KNN,raw,4,Train,46,51,versicolor
KNN,raw,4,Train,47,52,versicolor
KNN,raw,4,Train,48,53,versicolor
KNN,raw,4,Train,49,54,versicolor
KNN,raw,4,Train,50,55,versicolor
KNN,raw,4,Train,51,56,versicolor
KNN,raw,4,Train,52,57,versicolor
KNN,raw,4,Train,53,58,versicolor
KNN,raw,4,Train,54,59,versicolor
KNN,raw,4,Test,5,60,versicolor
KNN,raw,4,Train,55,61,versicolor
KNN,raw,4,Test,6,62,versicolor
KNN,raw,4,Train,56,63,versicolor
KNN,raw,4,Test,7,64,versicolor
KNN,raw,4,Train,57,65,versicolor
KNN,raw,4,Train,58,66,versicolor
KNN,raw,4,Train,59,67,versicolor
KNN,raw,4,Train,60,68,versicolor
KNN,raw,4,Train,61,69,versicolor
KNN,raw,4,Train,62,70,versicolor
KNN,raw,4,Train,63,71,versicolor
KNN,raw,4,Train,64,72,versicolor
KNN,raw,4,Train,65,73,versicolor
KNN,raw,4,Test,8,74,versicolor
KNN,raw,4,Train,66,75,versicolor
KNN,raw,4,Train,67,76,versicolor
KNN,raw,4,Train,68,77,versicolor
KNN,raw,4,Test,9,78,versicolor
KNN,raw,4,Train,69,79,versicolor
KNN,raw,4,Train,70,80,versicolor
KNN,raw,4,Train,71,81,versicolor
KNN,raw,4,Train,72,82,versicolor
KNN,raw,4,Train,73,83,versicolor
KNN,raw,4,Train,74,84,versicolor
KNN,raw,4,Train,75,85,versicolor
KNN,raw,4,Train,76,86,versicolor
KNN,raw,4,Train,77,87,versicolor
KNN,raw,4,Train,78,88,versicolor
KNN,raw,4,Train,79,89,versicolor
KNN,raw,4,Test,10,90,versicolor
KNN,raw,4,Train,80,91,versicolor
KNN,raw,4,Train,81,92,versicolor
KNN,raw,4,Train,82,93,versicolor
KNN,raw,4,Train,83,94,versicolor
KNN,raw,4,Train,84,95,versicolor
KNN,raw,4,Test,11,96,versicolor
KNN,raw,4,Train,85,97,versicolor
KNN,raw,4,Test,12,98,versicolor
KNN,raw,4,Train,86,99,versicolor
KNN,raw,4,Train,87,100,virginica
KNN,raw,4,Test,13,101,virginica
KNN,raw,4,Train,88,102,virginica
KNN,raw,4,Train,89,103,virginica
KNN,raw,4,Train,90,104,virginica
KNN,raw,4,Test,14,105,virginica
KNN,raw,4,Train,91,106,virginica
KNN,raw,4,Train,92,107,virginica
KNN,raw,4,Train,93,108,virginica
KNN,raw,4,Train,94,109,virginica
KNN,raw,4,Train,95,110,virginica
KNN,raw,4,Test,15,111,virginica
KNN,raw,4,Train,96,112,virginica
KNN,raw,4,Train,97,113,virginica
KNN,raw,4,Train,98,114,virginica
KNN,raw,4,Test,16,115,virginica
KNN,raw,4,Train,99,116,virginica
KNN,raw,4,Train,100,117,virginica
KNN,raw,4,Train,101,118,virginica
KNN,raw,4,Test,17,119,virginica
KNN,raw,4,Train,102,120,virginica
KNN,raw,4,Test,18,121,virginica
KNN,raw,4,Train,103,122,virginica
KNN,raw,4,Train,104,123,virginica
KNN,raw,4,Train,105,124,virginica
KNN,raw,4,Test,19,125,virginica
KNN,raw,4,Train,106,126,virginica
KNN,raw,4,Train,107,127,virginica
KNN,raw,4,Test,20,128,virginica
KNN,raw,4,Test,21,129,virginica
KNN,raw,4,Test,22,130,virginica
KNN,raw,4,Train,108,131,virginica
KNN,raw,4,Test,23,132,virginica
KNN,raw,4,Train,109,133,virginica
KNN,raw,4,Train,110,134,virginica
KNN,raw,4,Test,24,135,virginica
KNN,raw,4,Test,25,136,virginica
KNN,raw,4,Train,111,137,virginica
KNN,raw,4,Test,26,138,virginica
KNN,raw,4,Train,112,139,virginica
KNN,raw,4,Train,113,140,virginica
KNN,raw,4,Train,114,141,virginica
KNN,raw,4,Train,115,142,virginica
KNN,raw,4,Test,27,143,virginica
KNN,raw,4,Test,28,144,virginica
KNN,raw,4,Test,29,145,virginica
KNN,raw,4,Train,116,146,virginica
KNN,raw,4,Train,117,147,virginica
KNN,raw,4,Train,118,148,virginica
KNN,raw,4,Train,119,149,virginica
KNN,raw,5,Train,0,0,setosa
KNN,raw,5,Train,1,1,setosa
KNN,raw,5,Train,2,2,setosa
KNN,raw,5,Train,3,3,setosa
KNN,raw,5,Train,4,4,setosa
KNN,raw,5,Train,5,5,setosa
KNN,raw,5,Train,6,6,setosa
KNN,raw,5,Train,7,7,setosa
KNN,raw,5,Train,8,8,setosa
KNN,raw,5,Train,9,9,setosa
KNN,raw,5,Train,10,10,setosa
KNN,raw,5,Train,11,11,setosa
KNN,raw,5,Train,12,12,setosa
KNN,raw,5,Train,13,13,setosa
KNN,raw,5,Train,14,14,setosa
KNN,raw,5,Test,0,15,setosa
KNN,raw,5,Train,15,16,setosa
KNN,raw,5,Train,16,17,setosa
KNN,raw,5,Test,1,18,setosa
KNN,raw,5,Train,17,19,setosa
KNN,raw,5,Test,2,20,setosa
KNN,raw,5,Train,18,21,setosa
KNN,raw,5,Train,19,22,setosa
KNN,raw,5,Test,3,23,setosa
KNN,raw,5,Train,20,24,setosa
KNN,raw,5,Train,21,25,setosa
KNN,raw,5,Test,4,26,setosa
KNN,raw,5,Train,22,27,setosa
KNN,raw,5,Test,5,28,setosa
KNN,raw,5,Train,23,29,setosa
KNN,raw,5,Train,24,30,setosa
KNN,raw,5,Train,25,31,setosa
KNN,raw,5,Test,6,32,setosa
KNN,raw,5,Train,26,33,setosa
KNN,raw,5,Train,27,34,setosa
KNN,raw,5,Train,28,35,setosa
KNN,raw,5,Train,29,36,setosa
KNN,raw,5,Test,7,37,setosa
KNN,raw,5,Train,30,38,setosa
KNN,raw,5,Train,31,39,setosa
KNN,raw,5,Train,32,40,setosa
KNN,raw,5,Train,33,41,setosa
KNN,raw,5,Test,8,42,setosa
KNN,raw,5,Train,34,43,setosa
KNN,raw,5,Test,9,44,setosa
KNN,raw,5,Train,35,45,setosa
KNN,raw,5,Train,36,46,setosa
KNN,raw,5,Train,37,47,setosa
KNN,raw,5,Train,38,48,setosa
KNN,raw,5,Train,39,49,setosa
KNN,raw,5,Test,10,50,versicolor
KNN,raw,5,Train,40,51,versicolor
KNN,raw,5,Train,41,52,versicolor
KNN,raw,5,Train,42,53,versicolor
KNN,raw,5,Train,43,54,versicolor
KNN,raw,5,Test,11,55,versicolor
KNN,raw,5,Test,12,56,versicolor
KNN,raw,5,Train,44,57,versicolor
KNN,raw,5,Train,45,58,versicolor
KNN,raw,5,Train,46,59,versicolor
KNN,raw,5,Train,47,60,versicolor
KNN,raw,5,Test,13,61,versicolor
KNN,raw,5,Train,48,62,versicolor
KNN,raw,5,Train,49,63,versicolor
KNN,raw,5,Train,50,64,versicolor
KNN,raw,5,Train,51,65,versicolor
KNN,raw,5,Train,52,66,versicolor
KNN,raw,5,Train,53,67,versicolor
KNN,raw,5,Test,14,68,versicolor
KNN,raw,5,Train,54,69,versicolor
KNN,raw,5,Test,15,70,versicolor
KNN,raw,5,Train,55,71,versicolor
KNN,raw,5,Train,56,72,versicolor
KNN,raw,5,Train,57,73,versicolor
KNN,raw,5,Train,58,74,versicolor
KNN,raw,5,Train,59,75,versicolor
KNN,raw,5,Test,16,76,versicolor
KNN,raw,5,Train,60,77,versicolor
KNN,raw,5,Train,61,78,versicolor
KNN,raw,5,Train,62,79,versicolor
KNN,raw,5,Train,63,80,versicolor
KNN,raw,5,Train,64,81,versicolor
KNN,raw,5,Train,65,82,versicolor
KNN,raw,5,Train,66,83,versicolor
